Player_Stats (Tm),Player_Stats (SB),Player_Stats (Key),Player_Stats (Player),Player_Stats (No.),Player_Stats (Age),Player_Stats (Pos),O/D/SPT,Player_Stats (College/Univ),Player_Stats (Univ_State),Player_Stats (BirthDate),Player_Stats (Yrs_Active),Player_Stats (Super_bowl),Player_Stats (Team),Player_Stats (Pts),Player_Stats (MVP),Player_Stats (Stadium),Player_Stats (City),Player_Stats (State),Player_Stats (Date),Player_Stats (W/L),O_Passing (Cmp),O_Passing (Att),O_Passing (Yds),O_Passing (TD),O_Passing (Int),O_Passing (Sk),O_Passing (Yds.1),O_Passing (Lng),O_Passing (Rate),O_Rushing (Att),O_Rushing (Yds),O_Rushing (TD),O_Rushing (Lng),O_Receiving (Rec),O_Receiving (Yds),O_Receiving (TD),O_Receiving (Lng),O_Fumbles (Fmb),O_Fumbles (FL),D_Interceptions (Int),D_Interceptions (Yds),D_Interceptions (TD),D_Interceptions (Lng),D_Sacks (Sk),D_Tackles (Comb),D_Tackles (Solo),D_Tackles (Ast),D_Fumbles (FR),D_Fumbles (Yds),D_Fumbles (TD),D_Fumbles (FF),SPT_Kick_Returns (Rt),SPT_Kick_Returns (Yds),SPT_Kick_Returns (Y/Rt),SPT_Kick_Returns (TD),SPT_Kick_Returns (Lng),SPT_Punt_Returns (Ret),SPT_Punt_Returns (Yds),SPT_Punt_Returns (Y/R),SPT_Punt_Returns (TD),SPT_Punt_Returns (Lng),SPT_Scoring (XPM),SPT_Scoring (XPA),SPT_Scoring (FGM),SPT_Scoring (FGA),SPT_Punting (Pnt),SPT_Punting (Yds),SPT_Punting (Y/P),SPT_Punting (Lng),Unique_Key,Univ_Alum_per_Team,Univ_Alum_per_SB,Univ_Total_Rings,Univ_Total_Wins,Univ_Total_MVPs,State_Alum_per_Team,State_Alum_per_SB,State_Total_Rings,State_Total_Wins,State_Total_MVPs,Total_Wins_by_Team,Total_#_of_players,Alum_%,Avg_Player_Age_by_Team,Avg_Player_Yrs_by_Team,TEAM_O_Passing (Cmp),TEAM_O_Passing (Att),TEAM_O_Passing (Yds),TEAM_O_Passing (TD),TEAM_O_Passing (Int),TEAM_O_Passing (Sk),TEAM_O_Passing (Yds.1),TEAM_O_Passing (Lng),TEAM_O_Passing (Rate),TEAM_O_Rushing (Att),TEAM_O_Rushing (Yds),TEAM_O_Rushing (TD),TEAM_O_Rushing (Lng),TEAM_O_Receiving (Rec),TEAM_O_Receiving (Yds),TEAM_O_Receiving (TD),TEAM_O_Receiving (Lng),TEAM_O_Fumbles (Fmb),TEAM_O_Fumbles (FL),TEAM_D_Interceptions (Int),TEAM_D_Interceptions (Yds),TEAM_D_Interceptions (TD),TEAM_D_Interceptions (Lng),TEAM_D_Sacks (Sk),TEAM_D_Tackles (Comb),TEAM_D_Tackles (Solo),TEAM_D_Tackles (Ast),TEAM_D_Fumbles (FR),TEAM_D_Fumbles (Yds),TEAM_D_Fumbles (TD),TEAM_D_Fumbles (FF),TEAM_SPT_Kick_Returns (Rt),TEAM_SPT_Kick_Returns (Yds),TEAM_SPT_Kick_Returns (Y/Rt),TEAM_SPT_Kick_Returns (TD),TEAM_SPT_Kick_Returns (Lng),TEAM_SPT_Punt_Returns (Ret),TEAM_SPT_Punt_Returns (Yds),TEAM_SPT_Punt_Returns (Y/R),TEAM_SPT_Punt_Returns (TD),TEAM_SPT_Punt_Returns (Lng),TEAM_SPT_Scoring (XPM),TEAM_SPT_Scoring (XPA),TEAM_SPT_Scoring (FGM),TEAM_SPT_Scoring (FGA),TEAM_SPT_Punting (Pnt),TEAM_SPT_Punting (Yds),TEAM_SPT_Punting (Y/P),TEAM_SPT_Punting (Lng),Rush_Att_Category,No
BAL,47,BAL47,Bobbie Williams,63,36,LG,Offense,Arkansas,AR,9/25/1976,11,XLVII,Baltimore Ravens,34,Joe Flacco,Mercedes-Benz Superdome,New Orleans,Louisiana,2/3/2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL47Bobbie Williams,1,1,26,22,0,2,2,52,35,0,2,60,1.67,26.87,3.6,22,33,287,3,0,2,13,56,124.2,35,93,0,21,22,287,3,153,2,1,1,6,0,6,3,59,45,14,2,0,0,1,5,206,41.2,1,108,2,28,14,0,17,4,4,2,2,3,141,47,56,Avg Rush Att,641
BAL,47,BAL47,Bryan Hall,95,24,DT,Defense,Arkansas St.,AR,9/12/1988,0,XLVII,Baltimore Ravens,34,Joe Flacco,Mercedes-Benz Superdome,New Orleans,Louisiana,2/3/2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL47Bryan Hall,1,1,5,6,0,2,2,52,35,0,2,60,1.67,26.87,3.6,22,33,287,3,0,2,13,56,124.2,35,93,0,21,22,287,3,153,2,1,1,6,0,6,3,59,45,14,2,0,0,1,5,206,41.2,1,108,2,28,14,0,17,4,4,2,2,3,141,47,56,Avg Rush Att,642
BAL,47,BAL47,Albert McClellan,50,26,LOLB,Defense,Marshall,WV,6/4/1986,1,XLVII,Baltimore Ravens,34,Joe Flacco,Mercedes-Benz Superdome,New Orleans,Louisiana,2/3/2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL47Albert McClellan,2,4,13,13,0,2,4,32,23,2,2,60,3.33,26.87,3.6,22,33,287,3,0,2,13,56,124.2,35,93,0,21,22,287,3,153,2,1,1,6,0,6,3,59,45,14,2,0,0,1,5,206,41.2,1,108,2,28,14,0,17,4,4,2,2,3,141,47,56,Avg Rush Att,643
BAL,47,BAL47,Omar Brown,38,24,DB,Defense,Marshall,WV,6/6/1988,0,XLVII,Baltimore Ravens,34,Joe Flacco,Mercedes-Benz Superdome,New Orleans,Louisiana,2/3/2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL47Omar Brown,2,4,13,13,0,2,4,32,23,2,2,60,3.33,26.87,3.6,22,33,287,3,0,2,13,56,124.2,35,93,0,21,22,287,3,153,2,1,1,6,0,6,3,59,45,14,2,0,0,1,5,206,41.2,1,108,2,28,14,0,17,4,4,2,2,3,141,47,56,Avg Rush Att,644
BAL,47,BAL47,Corey Graham,24,27,LCB,Defense,New Hampshire,NH,7/25/1985,5,XLVII,Baltimore Ravens,34,Joe Flacco,Mercedes-Benz Superdome,New Orleans,Louisiana,2/3/2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL47Corey Graham,1,1,5,6,0,1,1,5,6,0,2,60,1.67,26.87,3.6,22,33,287,3,0,2,13,56,124.2,35,93,0,21,22,287,3,153,2,1,1,6,0,6,3,59,45,14,2,0,0,1,5,206,41.2,1,108,2,28,14,0,17,4,4,2,2,3,141,47,56,Avg Rush Att,645
BAL,35,BAL35,Anthony Davis,56,31,LB,Defense,Utah,UT,3/7/1969,7,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Anthony Davis,1,1,22,17,0,1,1,77,43,3,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,646
BAL,35,BAL35,Michael McCrary,99,30,RDE,Defense,Wake Forest,NC,7/7/1970,7,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Michael McCrary,1,2,14,12,0,2,6,123,50,0,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,647
BAL,35,BAL35,Ben Coates,81,31,TE,Offense,Livingstone,NC,8/16/1969,9,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Ben Coates,1,1,1,2,0,2,6,123,50,0,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,648
BAL,35,BAL35,Tony Banks,12,27,QB,Offense,Michigan St.,MI,4/5/1973,4,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,1,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Tony Banks,1,1,40,30,0,2,5,128,53,11,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,649
BAL,35,BAL35,Lional Dalton,91,25,DT,Defense,Eastern Michigan,MI,2/21/1975,2,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Lional Dalton,1,1,13,11,0,2,5,128,53,11,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,650
BAL,35,BAL35,Brandon Stokley,80,24,WR,Offense,Louisiana,LA,6/23/1976,1,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Brandon Stokley,1,1,9,10,0,3,3,135,54,5,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,651
BAL,35,BAL35,Matt Stover,3,32,K,Special Teams,Louisiana Tech,LA,1/27/1968,9,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,0,0,0,0,BAL35Matt Stover,1,1,22,21,4,3,3,135,54,5,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,652
BAL,35,BAL35,Orlando Bobo,74,26,G,Offense,La-Monroe,LA,2/9/1974,3,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Orlando Bobo,1,1,5,6,0,3,3,135,54,5,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,653
BAL,35,BAL35,Peter Boulware,58,26,LLB,Defense,Florida St.,FL,12/18/1974,3,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Peter Boulware,1,1,47,30,3,7,11,210,55,10,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,654
BAL,35,BAL35,Duane Starks,22,26,LCB,Defense,Miami (FL),FL,5/23/1974,2,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,1,49,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Duane Starks,4,6,66,34,4,7,11,210,55,10,2,56,7.14,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,655
BAL,35,BAL35,Kipp Vickers,77,31,G,Offense,Miami (FL),FL,8/27/1969,5,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Kipp Vickers,4,6,66,34,4,7,11,210,55,10,2,56,7.14,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,656
BAL,35,BAL35,Ray Lewis,52,25,MLB,Defense,Miami (FL),FL,5/15/1975,4,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Ray Lewis,4,6,66,34,4,7,11,210,55,10,2,56,7.14,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,657
BAL,35,BAL35,Robert Bailey,35,32,DB,Defense,Miami (FL),FL,9/3/1968,9,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Robert Bailey,4,6,66,34,4,7,11,210,55,10,2,56,7.14,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,658
BAL,35,BAL35,Jeff Mitchell,60,26,C,Offense,Florida,FL,1/29/1974,2,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Jeff Mitchell,2,4,46,28,3,7,11,210,55,10,2,56,3.57,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,659
BAL,35,BAL35,Travis Taylor,89,22,WR,Offense,Florida,FL,3/30/1978,0,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Travis Taylor,2,4,46,28,3,7,11,210,55,10,2,56,3.57,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,660
BAL,35,BAL35,Sammy Williams,72,26,T,Offense,Oklahoma,OK,12/14/1974,1,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Sammy Williams,1,2,47,30,0,1,3,87,46,0,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,661
BAL,35,BAL35,Rod Woodson,26,35,FS,Defense,Purdue,IN,3/10/1965,13,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Rod Woodson,1,1,38,29,3,1,5,122,50,7,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,662
BAL,35,BAL35,Trent Dilfer,8,28,QB,Offense,Fresno St.,CA,3/13/1972,6,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,12,25,153,1,0,3,20,44,80.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Trent Dilfer,1,2,7,8,0,3,11,280,59,18,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,663
BAL,35,BAL35,Jonathan Ogden,75,26,LT,Offense,UCLA,CA,7/31/1974,4,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Jonathan Ogden,1,4,59,39,3,3,11,280,59,18,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,664
BAL,35,BAL35,Obafemi Ayanbadejo,30,25,RB,Offense,San Diego St.,CA,3/5/1975,2,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Obafemi Ayanbadejo,1,1,23,18,0,3,11,280,59,18,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,665
BAL,35,BAL35,Frank Wainright,88,33,TE,Offense,Northern Colorado,CO,10/10/1967,9,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Frank Wainright,1,1,5,6,0,1,2,70,37,0,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,666
BAL,35,BAL35,Jamal Lewis,31,21,RB,Offense,Tennessee,TN,8/29/1979,0,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,27,102,1,19,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Jamal Lewis,1,2,55,38,4,2,4,106,50,6,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,667
BAL,35,BAL35,Corey Harris,45,31,DB,Defense,Vanderbilt,TN,10/25/1969,8,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Corey Harris,1,1,6,6,0,2,4,106,50,6,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,668
BAL,35,BAL35,Anthony Poindexter,43,24,DB,Defense,Virginia,VA,7/28/1976,0,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Anthony Poindexter,2,3,25,21,0,3,4,63,43,0,2,56,3.57,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,669
BAL,35,BAL35,Jamie Sharper,55,26,RLB,Defense,Virginia,VA,11/23/1974,3,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Jamie Sharper,2,3,25,21,0,3,4,63,43,0,2,56,3.57,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,670
BAL,35,BAL35,Cornell Brown,51,25,LB,Defense,Virginia Tech,VA,3/15/1975,3,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Cornell Brown,1,1,18,19,0,3,4,63,43,0,2,56,1.79,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,671
BAL,35,BAL35,Billy Davis,86,28,WR,Offense,Pittsburgh,PA,7/6/1972,5,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Billy Davis,2,3,36,28,0,5,9,140,55,4,2,56,3.57,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,672
BAL,35,BAL35,Tony Siragusa,98,33,RDT,Defense,Pittsburgh,PA,5/14/1967,10,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL35Tony Siragusa,2,3,36,28,0,5,9,140,55,4,2,56,3.57,27.71,4.5,12,26,153,1,0,3,20,44,120.5,33,111,1,26,12,153,1,126,2,0,4,59,1,59,4,49,44,5,3,-1,0,2,2,111,55.5,1,84,3,34,11.3,0,34,4,4,2,3,10,430,43,53,Avg Rush Att,673
