,Player_Stats (Tm),Player_Stats (SB),Player_Stats (Key),Player_Stats (Player),Player_Stats (No.),Player_Stats (Age),Player_Stats (Pos),Player_Stats (College/Univ),Player_Stats (Univ_State),Player_Stats (BirthDate),Player_Stats (Yrs),Player_Stats (Super_bowl),Player_Stats (Team),Player_Stats (Pts),Player_Stats (MVP),Player_Stats (Stadium),Player_Stats (City),Player_Stats (State),Player_Stats (Date),Player_Stats (W/L),O_Passing (Cmp),O_Passing (Att),O_Passing (Yds),O_Passing (TD),O_Passing (Int),O_Passing (Sk),O_Passing (Yds.1),O_Passing (Lng),O_Passing (Rate),O_Rushing (Att),O_Rushing (Yds),O_Rushing (TD),O_Rushing (Lng),O_Receiving (Rec),O_Receiving (Yds),O_Receiving (TD),O_Receiving (Lng),O_Fumbles (Fmb),O_Fumbles (FL),D_Interceptions (Int),D_Interceptions (Yds),D_Interceptions (TD),D_Interceptions (Lng),D_Sacks (Sk),D_Tackles (Comb),D_Tackles (Solo),D_Tackles (Ast),D_Fumbles (FR),D_Fumbles (Yds),D_Fumbles (TD),D_Fumbles (FF),SPT_Kick_Returns (Rt),SPT_Kick_Returns (Yds),SPT_Kick_Returns (Y/Rt),SPT_Kick_Returns (TD),SPT_Kick_Returns (Lng),SPT_Punt_Returns (Ret),SPT_Punt_Returns (Yds),SPT_Punt_Returns (Y/R),SPT_Punt_Returns (TD),SPT_Punt_Returns (Lng),SPT_Scoring (XPM),SPT_Scoring (XPA),SPT_Scoring (FGM),SPT_Scoring (FGA),SPT_Punting (Pnt),SPT_Punting (Yds),SPT_Punting (Y/P),SPT_Punting (Lng),Unique_Key,Univ_Alum_per_Team,Univ_Alum_per_SB,Univ_Total_Rings,Univ_Total_Wins,Univ_Total_MVPs,State_Alum_per_Team,State_Alum_per_SB,State_Total_Rings,State_Total_Wins,State_Total_MVPs
219,SFO,58,SFO58,T.Y. McGill,96,31,DL,North Carolina St.,NC,11/23/1992,8,LVIII,San Francisco 49ers,22,Patrick Mahomes,Allegiant Stadium,Las Vegas,Nevada,2/11/2024,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,SFO58T.Y. McGill,1.0,2.0,22.0,19.0,0.0,2.0,5.0,123.0,50.0,0.0
220,SFO,58,SFO58,Shemar Jean-Charles,38,25,CB,Appalachian St.,NC,6/20/1998,2,LVIII,San Francisco 49ers,22,Patrick Mahomes,Allegiant Stadium,Las Vegas,Nevada,2/11/2024,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,SFO58Shemar Jean-Charles,1.0,1.0,1.0,2.0,0.0,2.0,5.0,123.0,50.0,0.0
221,NOR,44,NOR44,DeMario Pressley,90,24,DT,North Carolina St.,NC,11/3/1985,0,XLIV,New Orleans Saints,31,Drew Brees,Sun Life Stadium,Miami Gardens,Florida,2/7/2010,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NOR44DeMario Pressley,1.0,1.0,22.0,19.0,0.0,1.0,2.0,123.0,50.0,0.0
222,IND,44,IND44,Jeff Saturday,63,34,C,North Carolina,NC,6/18/1975,10,XLIV,Indianapolis Colts,17,Drew Brees,Sun Life Stadium,Miami Gardens,Florida,2/7/2010,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,IND44Jeff Saturday,1.0,1.0,37.0,21.0,0.0,1.0,2.0,123.0,50.0,0.0
223,NWE,20,NWE20,Dennis Owens,98,25,NT,North Carolina St.,NC,2/24/1960,3,XX,New England Patriots,10,Richard Dent,Louisiana Superdome,New Orleans,Louisiana,1/26/1986,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE20Dennis Owens,2.0,2.0,22.0,19.0,0.0,5.0,5.0,123.0,50.0,0.0
224,NWE,20,NWE20,Lin Dawson,87,26,TE,North Carolina St.,NC,6/24/1959,4,XX,New England Patriots,10,Richard Dent,Louisiana Superdome,New Orleans,Louisiana,1/26/1986,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE20Lin Dawson,2.0,2.0,22.0,19.0,0.0,5.0,5.0,123.0,50.0,0.0
225,NWE,20,NWE20,Ron Wooten,61,26,RG,North Carolina,NC,6/28/1959,3,XX,New England Patriots,10,Richard Dent,Louisiana Superdome,New Orleans,Louisiana,1/26/1986,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE20Ron Wooten,1.0,1.0,37.0,21.0,0.0,5.0,5.0,123.0,50.0,0.0
226,NWE,20,NWE20,Tony Collins,33,26,RB,East Carolina,NC,5/27/1959,4,XX,New England Patriots,10,Richard Dent,Louisiana Superdome,New Orleans,Louisiana,1/26/1986,0,0,0,0,0,0,0,0,0,0.0,3,4,0,3,2,19,0,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE20Tony Collins,1.0,1.0,18.0,14.0,0.0,5.0,5.0,123.0,50.0,0.0
227,NWE,20,NWE20,Cedric Jones,83,25,WR,Duke,NC,6/1/1960,3,XX,New England Patriots,10,Richard Dent,Louisiana Superdome,New Orleans,Louisiana,1/26/1986,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,19,0,19,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE20Cedric Jones,1.0,1.0,10.0,9.0,0.0,5.0,5.0,123.0,50.0,0.0
228,NWE,31,NWE31,Mike Jones,96,27,LDE,North Carolina St.,NC,8/25/1969,5,XXXI,New England Patriots,21,Desmond Howard,Louisiana Superdome,New Orleans,Louisiana,1/26/1997,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE31Mike Jones,1.0,1.0,22.0,19.0,0.0,5.0,10.0,123.0,50.0,0.0
229,NWE,31,NWE31,Jimmy Hitchcock,31,26,RCB,North Carolina,NC,11/9/1970,1,XXXI,New England Patriots,21,Desmond Howard,Louisiana Superdome,New Orleans,Louisiana,1/26/1997,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE31Jimmy Hitchcock,2.0,5.0,37.0,21.0,0.0,5.0,10.0,123.0,50.0,0.0
230,NWE,31,NWE31,Troy Barnett,98,25,DT,North Carolina,NC,5/24/1971,2,XXXI,New England Patriots,21,Desmond Howard,Louisiana Superdome,New Orleans,Louisiana,1/26/1997,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE31Troy Barnett,2.0,5.0,37.0,21.0,0.0,5.0,10.0,123.0,50.0,0.0
231,NWE,31,NWE31,Walter Scott,94,23,DE,East Carolina,NC,5/18/1973,0,XXXI,New England Patriots,21,Desmond Howard,Louisiana Superdome,New Orleans,Louisiana,1/26/1997,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE31Walter Scott,1.0,2.0,18.0,14.0,0.0,5.0,10.0,123.0,50.0,0.0
232,NWE,31,NWE31,Ben Coates,87,27,TE,Livingstone,NC,8/16/1969,5,XXXI,New England Patriots,21,Desmond Howard,Louisiana Superdome,New Orleans,Louisiana,1/26/1997,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,67,1,19,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE31Ben Coates,1.0,1.0,1.0,2.0,0.0,5.0,10.0,123.0,50.0,0.0
233,GNB,31,GNB31,Bernardo Harris,55,25,LB,North Carolina,NC,10/15/1971,1,XXXI,Green Bay Packers,35,Desmond Howard,Louisiana Superdome,New Orleans,Louisiana,1/26/1997,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,GNB31Bernardo Harris,3.0,5.0,37.0,21.0,0.0,5.0,10.0,123.0,50.0,0.0
234,GNB,31,GNB31,Bucky Brooks,22,25,DB,North Carolina,NC,1/22/1971,2,XXXI,Green Bay Packers,35,Desmond Howard,Louisiana Superdome,New Orleans,Louisiana,1/26/1997,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,GNB31Bucky Brooks,3.0,5.0,37.0,21.0,0.0,5.0,10.0,123.0,50.0,0.0
235,GNB,31,GNB31,William Henderson,30,25,FB,North Carolina,NC,2/19/1971,1,XXXI,Green Bay Packers,35,Desmond Howard,Louisiana Superdome,New Orleans,Louisiana,1/26/1997,1,0,0,0,0,0,0,0,0,0.0,1,2,0,2,2,14,0,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,GNB31William Henderson,3.0,5.0,37.0,21.0,0.0,5.0,10.0,123.0,50.0,0.0
236,GNB,31,GNB31,George Koonce,53,28,MLB,East Carolina,NC,10/15/1968,4,XXXI,Green Bay Packers,35,Desmond Howard,Louisiana Superdome,New Orleans,Louisiana,1/26/1997,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,GNB31George Koonce,1.0,2.0,18.0,14.0,0.0,5.0,10.0,123.0,50.0,0.0
237,GNB,31,GNB31,Gabe Wilkins,98,25,DE,Gardner-Webb,NC,9/1/1971,2,XXXI,Green Bay Packers,35,Desmond Howard,Louisiana Superdome,New Orleans,Louisiana,1/26/1997,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,GNB31Gabe Wilkins,1.0,1.0,1.0,2.0,0.0,5.0,10.0,123.0,50.0,0.0
238,NWE,51,NWE51,Jacoby Brissett,7,24,QB,North Carolina St.,NC,12/11/1992,0,LI,New England Patriots,34,Tom Brady,NRG Stadium,Houston,Texas,2/5/2017,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE51Jacoby Brissett,2.0,2.0,22.0,19.0,0.0,2.0,4.0,123.0,50.0,0.0
239,NWE,51,NWE51,Joe Thuney,62,24,LG,North Carolina St.,NC,11/18/1992,0,LI,New England Patriots,34,Tom Brady,NRG Stadium,Houston,Texas,2/5/2017,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE51Joe Thuney,2.0,2.0,22.0,19.0,0.0,2.0,4.0,123.0,50.0,0.0
240,ATL,51,ATL51,Ayodeji Olatoye,30,25,DB,North Carolina A&T,NC,7/20/1991,1,LI,Atlanta Falcons,28,Tom Brady,NRG Stadium,Houston,Texas,2/5/2017,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,ATL51Ayodeji Olatoye,1.0,1.0,5.0,6.0,0.0,2.0,4.0,123.0,50.0,0.0
241,ATL,51,ATL51,Justin Hardy,16,25,WR,East Carolina,NC,12/18/1991,1,LI,Atlanta Falcons,28,Tom Brady,NRG Stadium,Houston,Texas,2/5/2017,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,2,17,8.5,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,ATL51Justin Hardy,1.0,1.0,18.0,14.0,0.0,2.0,4.0,123.0,50.0,0.0
242,NWE,52,NWE52,Joe Thuney,62,25,LG,North Carolina St.,NC,11/18/1992,1,LII,New England Patriots,33,Nick Foles,U.S. Bank Stadium,Minneapolis,Minnesota,2/4/2018,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE52Joe Thuney,1.0,1.0,22.0,19.0,0.0,1.0,2.0,123.0,50.0,0.0
243,PHI,52,PHI52,Mack Hollins,10,24,WR,North Carolina,NC,9/16/1993,0,LII,Philadelphia Eagles,41,Nick Foles,U.S. Bank Stadium,Minneapolis,Minnesota,2/4/2018,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,PHI52Mack Hollins,1.0,1.0,37.0,21.0,0.0,1.0,2.0,123.0,50.0,0.0
244,NWE,53,NWE53,Joe Thuney,62,26,LG,North Carolina St.,NC,11/18/1992,2,LIII,New England Patriots,13,Julian Edelman,Mercedes-Benz Stadium,Atlanta,Georgia,2/3/2019,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE53Joe Thuney,1.0,1.0,22.0,19.0,0.0,2.0,2.0,123.0,50.0,0.0
245,NWE,53,NWE53,Keion Crossen,35,22,DB,Western Carolina,NC,4/17/1996,0,LIII,New England Patriots,13,Julian Edelman,Mercedes-Benz Stadium,Atlanta,Georgia,2/3/2019,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE53Keion Crossen,1.0,1.0,7.0,8.0,0.0,2.0,2.0,123.0,50.0,0.0
246,NYG,21,NYG21,Perry Williams,23,25,RCB,North Carolina St.,NC,5/12/1961,2,XXI,New York Giants,39,Phil Simms,Rose Bowl,Pasadena,California,1/25/1987,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NYG21Perry Williams,1.0,1.0,22.0,19.0,0.0,4.0,6.0,123.0,50.0,0.0
247,NYG,21,NYG21,Brian Johnston,59,24,C,North Carolina,NC,11/26/1962,0,XXI,New York Giants,39,Phil Simms,Rose Bowl,Pasadena,California,1/25/1987,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NYG21Brian Johnston,2.0,2.0,37.0,21.0,0.0,4.0,6.0,123.0,50.0,0.0
248,NYG,21,NYG21,Lawrence Taylor,56,27,ROLB,North Carolina,NC,2/4/1959,5,XXI,New York Giants,39,Phil Simms,Rose Bowl,Pasadena,California,1/25/1987,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NYG21Lawrence Taylor,2.0,2.0,37.0,21.0,0.0,4.0,6.0,123.0,50.0,0.0
249,NYG,21,NYG21,Billy Ard,67,27,LG,Wake Forest,NC,3/12/1959,5,XXI,New York Giants,39,Phil Simms,Rose Bowl,Pasadena,California,1/25/1987,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NYG21Billy Ard,1.0,1.0,14.0,12.0,0.0,4.0,6.0,123.0,50.0,0.0
250,DEN,21,DEN21,Bill Bryan,64,31,C,Duke,NC,6/21/1955,9,XXI,Denver Broncos,20,Phil Simms,Rose Bowl,Pasadena,California,1/25/1987,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,DEN21Bill Bryan,1.0,1.0,10.0,9.0,0.0,2.0,6.0,123.0,50.0,0.0
251,DEN,21,DEN21,Joey Hackett,85,28,TE,Elon,NC,9/29/1958,0,XXI,Denver Broncos,20,Phil Simms,Rose Bowl,Pasadena,California,1/25/1987,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,DEN21Joey Hackett,1.0,1.0,1.0,2.0,0.0,2.0,6.0,123.0,50.0,0.0
252,NYG,35,NYG35,George Williams,96,25,DT,North Carolina St.,NC,12/8/1975,2,XXXV,New York Giants,7,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NYG35George Williams,1.0,1.0,22.0,19.0,0.0,4.0,6.0,123.0,50.0,0.0
253,NYG,35,NYG35,Emmanuel McDaniel,26,28,DB,East Carolina,NC,7/27/1972,4,XXXV,New York Giants,7,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NYG35Emmanuel McDaniel,1.0,1.0,18.0,14.0,0.0,4.0,6.0,123.0,50.0,0.0
254,NYG,35,NYG35,Thabiti Davis,82,25,WR,Wake Forest,NC,3/24/1975,0,XXXV,New York Giants,7,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NYG35Thabiti Davis,1.0,2.0,14.0,12.0,0.0,4.0,6.0,123.0,50.0,0.0
255,NYG,35,NYG35,Kevin Lewis,59,22,LB,Duke,NC,10/6/1978,0,XXXV,New York Giants,7,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NYG35Kevin Lewis,1.0,1.0,10.0,9.0,0.0,4.0,6.0,123.0,50.0,0.0
256,BAL,35,BAL35,Michael McCrary,99,30,RDE,Wake Forest,NC,7/7/1970,7,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,3,0,0,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,BAL35Michael McCrary,1.0,2.0,14.0,12.0,0.0,2.0,6.0,123.0,50.0,0.0
257,BAL,35,BAL35,Ben Coates,81,31,TE,Livingstone,NC,8/16/1969,9,XXXV,Baltimore Ravens,34,Ray Lewis,Raymond James Stadium,Tampa,Florida,1/28/2001,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,30,0,17,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,BAL35Ben Coates,1.0,1.0,1.0,2.0,0.0,2.0,6.0,123.0,50.0,0.0
258,NYG,46,NYG46,Brian Williams,29,32,DB,North Carolina St.,NC,7/2/1979,9,XLVI,New York Giants,21,Eli Manning,Lucas Oil Stadium,Indianapolis,Indiana,2/5/2012,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NYG46Brian Williams,1.0,1.0,22.0,19.0,0.0,3.0,3.0,123.0,50.0,0.0
259,NYG,46,NYG46,Hakeem Nicks,88,23,WR,North Carolina,NC,1/14/1988,2,XLVI,New York Giants,21,Eli Manning,Lucas Oil Stadium,Indianapolis,Indiana,2/5/2012,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,10,109,0,19,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NYG46Hakeem Nicks,1.0,1.0,37.0,21.0,0.0,3.0,3.0,123.0,50.0,0.0
260,NYG,46,NYG46,Linval Joseph,97,23,LDT,East Carolina,NC,10/10/1988,1,XLVI,New York Giants,21,Eli Manning,Lucas Oil Stadium,Indianapolis,Indiana,2/5/2012,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NYG46Linval Joseph,1.0,1.0,18.0,14.0,0.0,3.0,3.0,123.0,50.0,0.0
261,OAK,11,OAK11,Dan Medlin,79,27,G,North Carolina St.,NC,10/12/1949,2,XI,Oakland Raiders,32,Fred Biletnikoff,Rose Bowl,Pasadena,California,1/9/1977,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,OAK11Dan Medlin,1.0,1.0,22.0,19.0,0.0,1.0,2.0,123.0,50.0,0.0
262,MIN,11,MIN11,Sammy Johnson,48,24,RB,North Carolina,NC,9/22/1952,2,XI,Minnesota Vikings,14,Fred Biletnikoff,Rose Bowl,Pasadena,California,1/9/1977,0,0,0,0,0,0,0,0,0,0.0,2,9,0,8,3,26,0,17,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,MIN11Sammy Johnson,1.0,1.0,37.0,21.0,0.0,1.0,2.0,123.0,50.0,0.0
263,OAK,37,OAK37,Alvis Whitted,87,28,WR,North Carolina St.,NC,9/4/1974,4,XXXVII,Oakland Raiders,21,Dexter Jackson,Qualcomm Stadium,San Diego,California,1/26/2003,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,OAK37Alvis Whitted,1.0,2.0,22.0,19.0,0.0,4.0,6.0,123.0,50.0,0.0
264,OAK,37,OAK37,Randy Jordan,28,32,RB,North Carolina,NC,6/6/1970,9,XXXVII,Oakland Raiders,21,Dexter Jackson,Qualcomm Stadium,San Diego,California,1/26/2003,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,OAK37Randy Jordan,2.0,2.0,37.0,21.0,0.0,4.0,6.0,123.0,50.0,0.0
265,OAK,37,OAK37,Ronald Curry,1,23,WR,North Carolina,NC,5/28/1979,0,XXXVII,Oakland Raiders,21,Dexter Jackson,Qualcomm Stadium,San Diego,California,1/26/2003,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,OAK37Ronald Curry,2.0,2.0,37.0,21.0,0.0,4.0,6.0,123.0,50.0,0.0
266,OAK,37,OAK37,Roderick Coleman,57,26,DT,East Carolina,NC,8/16/1976,3,XXXVII,Oakland Raiders,21,Dexter Jackson,Qualcomm Stadium,San Diego,California,1/26/2003,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,OAK37Roderick Coleman,1.0,2.0,18.0,14.0,0.0,4.0,6.0,123.0,50.0,0.0
267,TAM,37,TAM37,Corey Smith,98,23,DE,North Carolina St.,NC,11/2/1979,0,XXXVII,Tampa Bay Buccaneers,48,Dexter Jackson,Qualcomm Stadium,San Diego,California,1/26/2003,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,TAM37Corey Smith,1.0,2.0,22.0,19.0,0.0,2.0,6.0,123.0,50.0,0.0
268,TAM,37,TAM37,DeVone Claybrooks,93,25,DT,East Carolina,NC,9/15/1977,0,XXXVII,Tampa Bay Buccaneers,48,Dexter Jackson,Qualcomm Stadium,San Diego,California,1/26/2003,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,TAM37DeVone Claybrooks,1.0,2.0,18.0,14.0,0.0,2.0,6.0,123.0,50.0,0.0
