Player_Stats (Tm),Player_Stats (SB),Player_Stats (Key),Player_Stats (Player),Player_Stats (No.),Player_Stats (Age),Player_Stats (Pos),Player_Stats (College/Univ),Player_Stats (Univ_State),Player_Stats (BirthDate),Player_Stats (Yrs),Player_Stats (Super_bowl),Player_Stats (Team),Player_Stats (Pts),Player_Stats (MVP),Player_Stats (Stadium),Player_Stats (City),Player_Stats (State),Player_Stats (Date),Player_Stats (W/L),O_Passing (Cmp),O_Passing (Att),O_Passing (Yds),O_Passing (TD),O_Passing (Int),O_Passing (Sk),O_Passing (Yds.1),O_Passing (Lng),O_Passing (Rate),O_Rushing (Att),O_Rushing (Yds),O_Rushing (TD),O_Rushing (Lng),O_Receiving (Rec),O_Receiving (Yds),O_Receiving (TD),O_Receiving (Lng),O_Fumbles (Fmb),O_Fumbles (FL),D_Interceptions (Int),D_Interceptions (Yds),D_Interceptions (TD),D_Interceptions (Lng),D_Sacks (Sk),D_Tackles (Comb),D_Tackles (Solo),D_Tackles (Ast),D_Fumbles (FR),D_Fumbles (Yds),D_Fumbles (TD),D_Fumbles (FF),SPT_Kick_Returns (Rt),SPT_Kick_Returns (Yds),SPT_Kick_Returns (Y/Rt),SPT_Kick_Returns (TD),SPT_Kick_Returns (Lng),SPT_Punt_Returns (Ret),SPT_Punt_Returns (Yds),SPT_Punt_Returns (Y/R),SPT_Punt_Returns (TD),SPT_Punt_Returns (Lng),SPT_Scoring (XPM),SPT_Scoring (XPA),SPT_Scoring (FGM),SPT_Scoring (FGA),SPT_Punting (Pnt),SPT_Punting (Yds),SPT_Punting (Y/P),SPT_Punting (Lng)
CIN,23,CIN23,Max Montoya,65,32,RG,UCLA,CA,5/12/1956,9,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,23,CIN23,Mike Martin,88,28,WR,Illinois,IL,11/18/1960,5,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,23,CIN23,Mike Norseth,12,24,QB,Kansas,KS,8/22/1964,0,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,23,CIN23,Ray Horton,20,28,DB,Washington,WA,4/12/1960,5,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,5,5,0,5,0,0,0,0,0,0,0,0
CIN,23,CIN23,Reggie Williams,57,34,ROLB,Dartmouth,NH,9/19/1954,12,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,23,CIN23,Rich Romer,94,22,LB,Union (NY),NY,2/27/1966,0,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,23,CIN23,Rickey Dixon,29,22,DB,Oklahoma,OK,12/26/1966,0,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,23,CIN23,Rodney Holman,82,28,TE,Tulane,LA,4/20/1960,6,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,23,CIN23,Scott Fulhage,17,27,P,Kansas St.,KS,1/17/1961,1,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,23,CIN23,Skip McClendon,72,24,LDE,Arizona St.,AZ,4/9/1964,1,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,23,CIN23,Solomon Wilcots,41,24,FS,Colorado,CO,10/9/1964,1,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,23,CIN23,Stanford Jennings,36,26,RB,Furman,SC,3/12/1962,4,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,117,58.5,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,23,CIN23,Stanley Wilson,32,27,FB,Oklahoma,OK,8/23/1961,5,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,23,CIN23,Tim Inglis,92,24,LB,Toledo,OH,3/10/1964,1,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,23,CIN23,Tim Krumrie,69,28,NT,Wisconsin,WI,5/20/1960,5,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,23,CIN23,Tim McGee,85,24,WR,Tennessee,TN,8/7/1964,2,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,23,CIN23,Turk Schonert,15,31,QB,Stanford,CA,1/15/1957,7,XXIII,Cincinnati Bengals,16,Jerry Rice,Joe Robbie Stadium,Miami Gardens,Florida,1/22/1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Akeem Davis-Gaither,59,24,LB,Appalachian St.,NC,9/21/1997,1,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Auden Tate,19,24,WR,Florida St.,FL,2/3/1997,3,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Austin Calitro,48,27,LB,Villanova,PA,1/10/1994,3,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,B.J. Hill,92,26,DT,North Carolina St.,NC,4/20/1995,3,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Brandon Allen,8,29,QB,Arkansas,AR,9/5/1992,2,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Brandon Wilson,40,27,RB,Houston,TX,7/27/1994,4,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,C.J. Uzomah,87,28,TE,Auburn,AL,1/14/1993,6,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Cameron Sample,96,22,DE,Tulane,LA,9/20/1999,0,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Chidobe Awuzie,22,26,RCB,Colorado,CO,5/24/1995,4,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Chris Evans,25,24,RB,Michigan,MI,10/5/1997,0,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Clark Harris,46,37,TE,Rutgers,NJ,7/10/1984,13,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Clay Johnston,44,25,LB,Baylor,TX,8/8/1996,1,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,D'Ante Smith,70,23,T,East Carolina,NC,6/9/1998,0,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,D.J. Reader,98,27,RDT,Clemson,SC,7/1/1994,5,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Damion Square,62,32,DE,Alabama,AL,2/6/1989,8,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Darius Hodge,44,23,LB,Marshall,WV,7/3/1998,0,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Darius Phillips,23,26,DB,Western Michigan,MI,6/26/1995,3,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Drew Sample,89,25,TE,Washington,WA,4/16/1996,2,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Eli Apple,20,26,LCB,Ohio St.,OH,8/9/1995,5,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Elliott Fry,3,27,K,South Carolina,SC,12/12/1994,1,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Evan McPherson,2,22,K,Florida,FL,7/21/1999,0,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
CIN,56,CIN56,Fred Johnson,74,24,G,Florida,FL,6/5/1997,2,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Germaine Pratt,57,25,MLB,North Carolina St.,NC,5/21/1996,2,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Hakeem Adeniji,77,24,RG,Kansas,KS,12/8/1997,1,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Isaiah Prince,75,24,T,Ohio St.,OH,7/29/1997,2,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Ja'Marr Chase,1,21,WR,LSU,LA,3/1/2000,0,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,1,4,0,4,5,89,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Jackson Carman,79,21,RG,Clemson,SC,1/22/2000,0,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Jalen Davis,35,25,DB,Utah St.,UT,2/2/1996,3,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Jessie Bates III,30,24,FS,Wake Forest,NC,2/26/1997,3,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Joe Bachie,49,23,LB,Michigan St.,MI,2/26/1998,1,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Joe Burrow,9,25,QB,LSU,LA,12/10/1996,1,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,22,33,263,1,0,7,43,75,100.9,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Joe Mixon,28,25,RB,Oklahoma,OK,7/24/1996,4,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,1,1,6,1,0,0,0,6,131.2,15,72,0,14,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Jonah Williams,73,24,LT,Alabama,AL,11/17/1997,1,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Jordan Evans,50,26,LB,Oklahoma,OK,1/27/1995,4,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Josh Tupou,68,27,DT,Colorado,CO,5/2/1994,4,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Keandre Jones,47,24,LB,Maryland,MD,9/24/1997,1,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Keaton Sutherland,64,24,G,Texas A&M,TX,2/12/1997,2,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Kevin Huber,10,36,P,Cincinnati,OH,7/16/1985,12,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,260,43.3,54
CIN,56,CIN56,Khalid Kareem,90,23,DE,Notre Dame,IN,4/28/1998,1,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Larry Ogunjobi,65,27,LDT,Charlotte,NC,6/3/1994,4,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Logan Wilson,55,25,LLB,Wyoming,WY,7/8/1996,1,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Markus Bailey,51,24,LB,Purdue,IN,3/7/1997,1,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Mason Schreck,86,28,TE,Buffalo,NY,11/4/1993,3,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Michael Thomas,31,31,DB,Stanford,CA,3/17/1990,8,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Mike Daniels,76,32,DT,Iowa,IA,5/5/1989,9,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Mike Hilton,21,27,DB,Mississippi,MS,3/9/1994,4,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Mike Thomas,80,27,WR,Southern Miss,MS,8/16/1994,5,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,17,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Mitchell Wilcox,84,25,TE,South Florida,FL,11/7/1996,0,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Nick McCloud,29,23,CB,Notre Dame,IN,7/9/1998,0,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,56,CIN56,Noah Spence,52,27,LB,Eastern Kentucky,KY,1/8/1994,5,LVI,Cincinnati Bengals,20,Cooper Kupp,SoFi Stadium,Inglewood,California,2/13/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
